feature,mi
f5839,0.18214062019624588
f5295,0.1820669230404106
f5466,0.18197823805418523
f6299,0.18189037502096062
f6253,0.18120854473538017
f228,0.18118134141884923
f6236,0.18117678053983388
f5826,0.1809104695143242
f6226,0.18089854949756834
f6204,0.17977351891051407
f6542,0.17977052305001884
f4750,0.17930974681367218
f4980,0.1792095942870473
f1942,0.1790833834818173
f5672,0.17904754763361108
f5659,0.1789961556441253
f5961,0.1788920303388335
f3391,0.1788480315286325
f5457,0.17873000830450492
f3324,0.17863935730431368
f219,0.17857714707954475
f6565,0.17847666097448833
f6402,0.1784182391584337
f6145,0.17838135862618865
f436,0.1783188991105762
f365,0.17825337518507656
f5507,0.17792895453277735
f6429,0.17790371478841882
f6047,0.17780423467449458
f501,0.17761815023885363
f6523,0.17759969641108286
f6600,0.17756273963108837
f5169,0.17728150354508454
f6456,0.1772378210444372
f6082,0.17694202002264703
f81,0.1768678810517894
f5435,0.1767417119353052
f5690,0.17673979725143862
f5246,0.1766903801489672
f426,0.17644120841259792
f5772,0.1763590162997315
f4741,0.1762700536289512
f502,0.17620531907223924
f5403,0.17607294616372382
f5641,0.17602585303976914
f6550,0.17598680826277402
f6167,0.1758555384168119
f6177,0.17578365905505455
f5889,0.17567778682296975
f5776,0.1755893723492914
f6497,0.17539028742006302
f5673,0.17535971381077875
f5902,0.17528104820227242
f6334,0.17523110834661493
f4761,0.17520225507823417
f5803,0.17516615678593128
f237,0.17509595203468997
f139,0.17500151267020492
f6352,0.1749280366951229
f4917,0.1747617349097692
f3841,0.17457249324065627
f6366,0.17444314096603852
f6496,0.17443193684599256
f5691,0.17439832648421305
f6073,0.17413052703195442
f5218,0.17404530070942803
f163,0.1739119542236396
f5475,0.17363079644107815
f4754,0.17346521025095818
f6601,0.17340841583087574
f6173,0.17333951464683084
f5755,0.17310574279840507
f5632,0.17305261889812318
f1492,0.17303997058766463
f4737,0.17303930779986176
f5587,0.17303606146096362
f6137,0.17295492989051509
f5663,0.1728551944688519
f6138,0.1727661736596806
f5858,0.17263911709977098
f6083,0.17259856315090838
f4899,0.17250178046829978
f6024,0.17236013229859948
f6055,0.17235958826009412
f6583,0.17232143542561262
f4809,0.1721919163085457
f292,0.17213700233113682
f6591,0.17184631723256683
f2419,0.17180448866785625
f6415,0.17172405935742496
f4777,0.17169356630470967
f4746,0.17165907378376355
f5471,0.17158500673919264
f5758,0.17156274340367084
f5876,0.17154050144266186
f6092,0.17145811141153455
f6569,0.1714488383892112
f6240,0.17143176049731013
f6344,0.17105770673769793
f5119,0.17075202710909432
f6587,0.17068519968974183
f6538,0.17066047305503806
f5887,0.17062638154948662
f6316,0.1705874761784747
f3828,0.1705544751918513
f6096,0.17038474421771532
f6218,0.1703523914989522
f5781,0.17032685284769888
f6009,0.1702555933268335
f5717,0.17020958769243677
f6165,0.17016901132092288
f5795,0.16992323112742147
f6491,0.16980635443806635
f5245,0.16959805651844473
f5623,0.16942334429113615
f4944,0.1693982247539907
f6182,0.16937581515373257
f4728,0.16932059863743731
f6244,0.16928898102722112
f5696,0.169278047390359
f5209,0.16924990934260764
f5817,0.16917681466715218
f5724,0.16912787651809325
f5674,0.1691269754729241
f5299,0.16911420781047148
f3787,0.16905817755370922
f6379,0.16904651465267762
f6028,0.1690191535955594
f6015,0.16896639086432952
f5265,0.16895013370023193
f5627,0.16893479621883012
f5740,0.16889916008457817
f4782,0.16888196573339975
f6492,0.16886826363897844
f5687,0.16855329146967657
f4723,0.168476786400229
f5385,0.16837992071176933
f166,0.16831710562415303
f6100,0.16827935175514108
f5713,0.16818229842279075
f3760,0.1681063720412217
f5236,0.16806013989991309
f5925,0.1680230528859057
f5678,0.16801197559604075
f5695,0.1680093552603359
f6320,0.16797934486914157
f6504,0.16790152662983493
f5789,0.16777491563145563
f5988,0.16769747265099122
f5533,0.16749990198447762
f5191,0.16741355028310156
f6155,0.16736696984756216
f6087,0.16728507164083117
f6277,0.16727419721370884
f5920,0.1672164770399287
f5790,0.16712204645656703
f529,0.1669568498292966
f6109,0.16689362564876475
f4863,0.16679034973340245
f6154,0.16673028659293632
f438,0.16670037717583286
f429,0.166622375926742
f5146,0.1665238004021523
f2869,0.16650657844867967
f4733,0.166410841521357
f3846,0.1662436356121919
f5258,0.16622213554549958
f500,0.16621166143443045
f5448,0.16620837351559414
f1474,0.16597467421752965
f6578,0.16592963518440484
f3868,0.16591890468774917
f5434,0.16591159472472716
f6257,0.1657176298993277
f5692,0.1656840811670688
f5718,0.16565315207129094
f2896,0.16559813582951
f6585,0.16550634601523173
f6595,0.16549822113052493
f5326,0.1654113588592323
f3796,0.1653827333679545
f75,0.16537692590975306
f6164,0.16530643477851115
f4786,0.16509431249007678
f5866,0.16486352213813316
f5785,0.16465620599613695
f6262,0.16452195865708985
f5560,0.16430054917123993
f212,0.1642248133803368
f6345,0.1641176188650122
f6249,0.16409337247189537
f6237,0.16404293655617685
f5138,0.16393587788046338
f5034,0.1639358356266314
f5227,0.1639348819728612
f6230,0.1638349574035618
f6119,0.16380896983200488
f6176,0.16374310946524462
f5254,0.163653927732744
f6582,0.1634831413557314
f5821,0.163448090755411
f6146,0.16330665202739647
f3832,0.16328771282666255
f282,0.1632767256261798
f6017,0.16326713592582687
f6528,0.16324342802245573
f4255,0.16321286423857373
f6186,0.16312877586358265
f6657,0.163128485206244
f5650,0.16312236530058666
f6196,0.16310519856112426
f6093,0.16307379619499152
f6564,0.1630602624869053
f5290,0.16301990647734055
f3355,0.16298248130060422
f5813,0.16296731688840183
f6065,0.162961299878297
f6190,0.1629561236353645
f4791,0.16292856990314197
f6563,0.1628629279621916
f5263,0.1628343075151566
f4422,0.16282364527570925
f6365,0.162800021075459
f5656,0.16276146196305552
f6194,0.1627386862528195
f6571,0.1623951405388171
f6222,0.1623416364361847
f6114,0.16228958186073728
f4900,0.162264833309409
f5390,0.1622487639451471
f5240,0.16223057942782182
f5213,0.1621679980181132
f6506,0.16205867337447755
f5970,0.1620530771633435
f6101,0.16199829780988084
f6586,0.1618932823325232
f6380,0.16186944437009965
f6388,0.16186509897668477
f5835,0.16184123303834497
f5907,0.16184055131186526
f5195,0.16181455713306336
f6128,0.16168751768037515
f997,0.16164792388252947
f4736,0.1615663837499115
f5637,0.16152912593923396
f5911,0.16147136828630604
f3310,0.16146465221511397
f6178,0.161457744716079
f3418,0.16140903675384877
f5137,0.16136566379343575
f6197,0.1612597673638989
f6211,0.16118722221484338
f1510,0.1611138189540573
f6048,0.16107264651212638
f6318,0.1610390517929976
f5688,0.1610374937583403
f2401,0.16101563640513072
f11,0.16100563612079233
f6451,0.16097774557849176
f4413,0.16082486909733662
f6501,0.16071913986065578
f6308,0.16067534079955248
f6199,0.1606545204591847
f5884,0.1605140846741402
f5744,0.1605123992705182
f5930,0.16046171049024016
f5426,0.16041124181862987
f6183,0.16032692321334663
f6370,0.16031917969026477
f6016,0.16030942318916397
f4994,0.16028095054865554
f3766,0.1602728863532974
f6064,0.16017731149543568
f2887,0.16012369111115454
f5658,0.16001328408502058
f6235,0.15990212740115695
f2,0.1598673469915899
f6297,0.15978469273717266
f5439,0.15970698564266028
f503,0.15964895126891543
f4720,0.15961916922294384
f5712,0.1596128970205548
f5115,0.15956088431060111
f2443,0.1595176608976101
f5709,0.159494471290623
f4300,0.1594152927232071
f222,0.1593648741993956
f6673,0.15929318440902085
f4998,0.159281593859665
f1483,0.15926191429631986
f5206,0.1592483658900945
f4273,0.15923655530309233
f6311,0.15919761398747356
f6570,0.1590263918340522
f6679,0.1589755273573723
f5684,0.15897301291667443
f4822,0.15897222051698057
f5565,0.15896803942631887
f6574,0.1589391086461931
f5881,0.15892609514978773
f90,0.1587950061032517
f6207,0.15879280120120765
f6078,0.15870765696879152
f6322,0.1586207607908925
f5376,0.15859461399698027
f1924,0.1585932788510993
f6238,0.15853731506968893
f5715,0.15842328466970068
f4743,0.15837250281478177
f3919,0.1583642735209989
f6210,0.1583567590984809
f4967,0.15834567941185718
f5331,0.1583355443026777
f6358,0.15823643161883227
f5350,0.15822206734100241
f4017,0.1580388697886388
f6001,0.15802640397636125
f4404,0.15799896904382038
f4759,0.15786965199144998
f6430,0.15782885289628146
f6110,0.15781935858179708
f5192,0.15775653939109535
f6212,0.15766685009196735
f2392,0.15765463361668397
f4354,0.1575915942302264
f6171,0.15754288199966382
f6383,0.1575250953588201
f5750,0.15749950001289825
f2032,0.1574931185049886
f5992,0.15736387357948622
f4745,0.15735335319246602
f6018,0.15734508205277553
f5569,0.1573385787194841
f6115,0.1572855292027917
f6203,0.15724111966617027
f6397,0.1571656252918321
f6091,0.15716435831542075
f5187,0.15711095121346608
f6019,0.15698790219694736
f5338,0.15693152387577847
f4868,0.156910215276858
f2428,0.15683030923966435
f5352,0.1567998467142271
f5825,0.1567990785708191
f5802,0.1567457292518455
f1060,0.15672429816782918
f4962,0.15671460351765454
f6680,0.15667071410585942
f5903,0.1566078682328098
f6419,0.15660563991574472
f6359,0.15657903173030885
f5412,0.15657250084264085
f2356,0.15652299190697816
f4291,0.1564718484489256
f5335,0.1564716875863854
f6046,0.15646101255089606
f6421,0.15646099855621598
f6395,0.15644087861272515
f6074,0.15638869133342093
f285,0.156289959372363
f5173,0.1562639613698633
f5102,0.1561881907578262
f6367,0.15613138521173164
f4372,0.15598327341407003
f6189,0.15597827588758362
f6126,0.15594020148168575
f3323,0.15590652136692063
f4763,0.1558401571262591
f4755,0.15581784335854287
f5231,0.1557420059477712
f17,0.15573275464202885
f6450,0.15566464080164089
f6143,0.15564331897312522
f6228,0.1555979626877515
f5281,0.15559466026320035
f6670,0.15555939667809193
f4709,0.1555372892203497
f5349,0.15553666810425026
f6006,0.1554120266004868
f435,0.1553911028490873
f3769,0.1553896599385438
f6245,0.1553313085046053
f6461,0.1552799358341126
f4778,0.15521239628998984
f6090,0.15515865001477414
f5574,0.15510193871096778
f5534,0.1547341190480176
f3886,0.15462106630005756
f293,0.154593905396188
f5510,0.1545914618520161
f5798,0.1545552885493442
f6414,0.15453435255825054
f5827,0.15447864649249476
f4845,0.15445250458580517
f2828,0.15438972642796722
f1978,0.15433971151004222
f5164,0.15426831627844173
f6201,0.15420819804779784
f4318,0.15418074555753458
f4836,0.15416733568441465
f5362,0.1541657187834402
f5921,0.1541077129282149
f6324,0.15410474434733912
f6060,0.15405481084759165
f6599,0.15398494865244539
f6010,0.15389565072938582
f4727,0.15386487937051152
f5931,0.15376047522870273
f5762,0.15375871402728158
f5132,0.15372339350291053
f5751,0.15367372588552897
f5646,0.1536719412009342
f6033,0.15366815041213
f6298,0.15365845258061306
f5840,0.15349703996430408
f510,0.15334743782346516
f6059,0.15332023303717524
f3409,0.15324913301188658
f4925,0.1529917464142736
f6375,0.15293420716695438
f358,0.15280121948286007
f5685,0.15275520951633803
f4854,0.15272717033231142
f6111,0.15269772422596795
f5916,0.1526718831893974
f6481,0.15261750221194958
f6085,0.15254266738331346
f556,0.15253942892286343
f5110,0.15248999849481937
f6406,0.15243828376822588
f6002,0.1522295373977851
f5250,0.15220875032600345
f6588,0.15217996139592538
f6514,0.15217939285417081
f6038,0.1520979318356952
f6347,0.15207556492039842
f4669,0.15204182170420877
f6242,0.15198262055489753
f5268,0.1519125883648802
f6191,0.1518909717780912
f5714,0.15183585677038414
f4405,0.1517917780048199
f6049,0.15177657321950377
f4392,0.15174566814976043
f6474,0.15174081202138767
f217,0.15173833535960402
f6032,0.1517048579597029
f4386,0.1516842846293005
f5315,0.15162838137708556
f5945,0.15161087394290185
f6079,0.15158375845353866
f6198,0.15152991741538369
f5111,0.15152318526918185
f6483,0.15149192607044926
f3292,0.1514724447226996
f5834,0.15146918594711067
f4797,0.15142887524011606
f6209,0.15140451938039234
f3850,0.15138609518898072
f5061,0.1513545844142321
f2464,0.15129271361412222
f6020,0.15127423273289775
f5366,0.15117573167412912
f5868,0.15112296452052254
f4329,0.15106724128558957
f5894,0.15105726945216613
f1951,0.15104561495729518
f5807,0.15096032327168096
f4908,0.15080859957604087
f3339,0.15079250366376007
f5670,0.15078429613153377
f4781,0.15070341395856968
f5780,0.15066416626653245
f5730,0.15064919984669878
f4314,0.1506340893207918
f6603,0.15059578352430059
f5375,0.15058331976479744
f4823,0.15056248768660474
f3382,0.15049423182178812
f5675,0.1503618354652918
f5178,0.15035123202326428
f6135,0.150299934569603
f6522,0.15029772691949583
f6043,0.15029649872690154
f5831,0.15025848516254658
f4773,0.15019621925548243
f4818,0.1501709036784602
f5756,0.15015862859572415
f5515,0.1501456859329129
f6181,0.14999078801804755
f5753,0.149977130812891
f2387,0.1499529852183228
f4903,0.14994661002846277
f5172,0.14987349901031255
f3805,0.14986881768479554
f4035,0.14983628723817422
f5904,0.14983385102389146
f5076,0.14979994718451772
f5804,0.14977806348415168
f6404,0.14975315273771583
f1501,0.1496312745188697
f5407,0.14962124670656785
f6037,0.14955241777631567
f174,0.1495156397537163
f5353,0.14945300299393827
f1438,0.1494469600003816
f5219,0.1494321464185533
f149,0.14937245417691258
f5786,0.14934717123490637
f5204,0.149281655162818
f5340,0.14926738447742682
f5760,0.149238847651751
f3845,0.1492281319485511
f5583,0.14922358345902564
f6567,0.1491552711927362
f6307,0.14914543081552045
f1465,0.14911225116274185
f5768,0.14911220984405515
f6541,0.14900675622083837
f5605,0.1490050877605773
f4234,0.14899856278720547
f5800,0.14897633810186406
f5480,0.14896346301739216
f6030,0.14895350432916077
f146,0.1489512230614607
f356,0.14894379422288395
f4458,0.14891198364846048
f6438,0.1488725897690597
f4896,0.14886010847478248
f5929,0.14884908543168995
f5199,0.14878692376764135
f1932,0.1487690298018176
f4642,0.14875949007393574
f6401,0.14874873496616958
f4742,0.14870731077700539
f5025,0.14869569312431308
f4377,0.14868479777361898
f4687,0.14866651299223177
f4319,0.14864534791945205
f6157,0.1486288734498471
f5861,0.14862000222450567
f3346,0.1486037508965219
f6340,0.14857003407690916
f6454,0.14854724284084142
f1519,0.1485214836071651
f5045,0.14850485234848643
f5999,0.14848301235666606
f4421,0.14846515059711995
f19,0.14845630834855061
f5556,0.14844069762766665
f1447,0.1483899924860257
f5610,0.14838363227090579
f6051,0.1483113811204686
f5420,0.1483009631263803
f4323,0.1482569464809549
f5875,0.1482547135559673
f6355,0.1482484533497601
f5660,0.14820673970685672
f5628,0.14815958043558197
f3309,0.14814817276488812
f6579,0.14813482769178066
f6094,0.1481228205123113
f6259,0.14804983830481966
f6525,0.14804682989470308
f301,0.14802721061480772
f6518,0.14799982508890652
f5479,0.1479850382356922
f5905,0.147943698241793
f6510,0.1479387811339108
f3864,0.1479303804369505
f6342,0.1478488098270785
f2866,0.14783695462371682
f6532,0.1477475791018783
f5312,0.1477383254428868
f5291,0.14773351899731013
f6081,0.1477075394476235
f6374,0.14770658921848456
f5377,0.14763570896776113
f4423,0.14760044907579806
f5614,0.1475866177442624
f5398,0.14758320065567032
f6272,0.14756025511283566
f6169,0.14749047161344242
f6382,0.14743442709944032
f3918,0.1474080515120546
f5671,0.14738268398717747
f5735,0.14731814721541614
f5651,0.1473165341813112
f5974,0.14731243507470682
f5976,0.14728252379975126
f5097,0.14723178139217197
f6107,0.1472162468937932
f5754,0.14717086154577563
f6432,0.14716288438417857
f5937,0.14713253066047782
f5932,0.1471020833336758
f5938,0.14697500965004817
f5747,0.14695599833860484
f5056,0.14694692524530684
f6378,0.14692688668954235
f3343,0.14689504470107373
f6179,0.14678592227857168
f1015,0.14676437300454337
f2833,0.1466881897711012
f6095,0.1465596351545395
f6144,0.14655606118044107
f5205,0.1464462091966987
f4696,0.146384649591063
f5546,0.14623172331124845
f5228,0.14623136313033713
f5436,0.14620617134386693
f4831,0.1461660350216003
f5354,0.1461464059535289
f6159,0.1461315576928146
f5949,0.14604992910226455
f6117,0.1460436923423991
f6469,0.14602399974221214
f5642,0.14600276231055842
f5400,0.14600065175198207
f5345,0.145997238567936
f4929,0.1459749169155642
f76,0.145941244274697
f3813,0.1459289617915962
f6309,0.14592464151120632
f4724,0.14591153861903994
f5947,0.1458582160030759
f4751,0.14585016930969807
f6552,0.14580738858651632
f4053,0.14579628216908347
f4449,0.14579120757352992
f5297,0.14575884544065065
f5805,0.14566319555682306
f5182,0.1456068481209476
f2493,0.14556821995324087
f6356,0.14555384853026476
f5895,0.14545944511343256
f5288,0.14540173391271916
f6361,0.1453088579044426
f4655,0.14521170994714083
f6428,0.14516316125277529
f1411,0.1451075735316385
f5359,0.14508493994000338
f6108,0.14506779530250613
f1933,0.14504540334321891
f5506,0.14500737859759916
f6044,0.14499703088857485
f4930,0.14499422244253557
f5099,0.14498069665120106
f1384,0.14495144028607676
f353,0.14492727469575284
f5602,0.1449244766677924
f4935,0.14492104976156428
f4399,0.14491288489152732
f6280,0.14491018145602919
f6341,0.14488290934197723
f4713,0.14487277661340103
f5975,0.1448704742289939
f5160,0.1448634274681786
f5665,0.14485891192559297
f1996,0.14483960767423198
f5477,0.14477127886758323
f3762,0.1447677214339298
f2388,0.14467251877270515
f6220,0.14465271459931328
f6561,0.1446506030233894
f211,0.1446096323146997
f5640,0.144581572078176
f6202,0.14455582535091915
f5873,0.14451763749697033
f6460,0.14445130130978345
f2846,0.14445006193249332
f4774,0.14443986612342297
f1453,0.14440200500709865
f3955,0.1443640647160369
f6070,0.1443497043460349
f3383,0.14432889318055508
f6027,0.14430438727727646
f1078,0.1442057436363915
f6457,0.14420118028920825
f5578,0.1441987261833937
f509,0.14419514122210453
f6389,0.14415719013358164
f5284,0.14412235459566602
f5900,0.14402140194151825
f5796,0.14398579888118057
f4705,0.14393089461925745
f5520,0.14383780285541992
f6142,0.1438329362444546
f4453,0.14381999660916778
f6517,0.14379068313618193
f6286,0.143690605728517
f5699,0.1436861359006527
f5967,0.14368555569809294
f4062,0.14366560896905511
f6524,0.14364390679521
f236,0.14361467758380408
f5561,0.1436041824413996
f6310,0.14360136323472616
f4795,0.14352536619369527
f5363,0.14348138365431007
f5493,0.14348001471646876
f5502,0.1434740596889439
f5872,0.14342735243226779
f6590,0.14336862203584877
f5202,0.14335546242721398
f4732,0.14335456059397966
f6300,0.14334338265849222
f6122,0.14331601568746732
f4872,0.14322867051557386
f3818,0.14320535230337006
f5792,0.14316417314435093
f5689,0.14313237815264346
f3958,0.14309787931781548
f1420,0.14308204435901617
f5799,0.14304316808193684
f4336,0.14303024465304048
f4927,0.14298831810675727
f1989,0.14294633623200426
f4959,0.1429211023626129
f6251,0.14289605321552745
f6654,0.14288589235543636
f6170,0.14288105107714255
f4026,0.1428781574628908
f5259,0.14287625351266975
f5847,0.14281114170115927
f952,0.142796703283818
f3364,0.14276264564664265
f5237,0.14275693964929959
f5857,0.1427542798354997
f6392,0.14274645649579742
f2873,0.1427309497210545
f4893,0.14271105236210602
f3283,0.14265081300225146
f6329,0.14263894212802253
f5159,0.14257503205598177
f4459,0.14255670392225728
f5845,0.14255655880826357
f4738,0.14253725546231655
f5941,0.14253093889433366
f547,0.1425163944533403
f6072,0.14248056920070473
f5151,0.14247394579276884
f5728,0.14237735551550612
f537,0.14237068224485538
f3829,0.1423416301225
f5679,0.1423168201067102
f4305,0.14230996944454066
f3337,0.14226116173628167
f5622,0.14225147595366172
f5841,0.14224595523845363
f4363,0.14220130686223875
f3751,0.14215776731004937
f6077,0.14214184588677625
f6593,0.14213726969182305
f6139,0.14199289170220286
f5431,0.1419417779429497
f5741,0.14192893206751878
f6499,0.14191590397364706
f5317,0.1419057232022194
f5885,0.1418938976448878
f5940,0.14185509376244276
f5116,0.14183477380096932
f3957,0.14182927348106622
f5147,0.14181520642678525
f5318,0.1418093451596869
f3814,0.14179800227420447
f4315,0.14179223979646016
f2851,0.14176283083060826
f4416,0.14172212021934394
f5484,0.1416555907628534
f3825,0.14165411872948486
f5701,0.14158724756865482
f6572,0.14147774998245932
f4174,0.14145157268185526
f4406,0.14144174693143663
f5853,0.141395514018118
f6559,0.14136749579179586
f5891,0.14136655765313666
f3396,0.14135609754254386
f5745,0.1413234834876369
f4364,0.14130307736120296
f5720,0.14128169578945338
f4922,0.14122932248663878
f3400,0.14122313085418803
f1375,0.14119043266960052
f2418,0.14114130314807127
f1433,0.14107572827246706
f5593,0.1410709305400486
f73,0.1410560675567929
f3296,0.14091894997985088
f5462,0.14088267244099306
f4953,0.1408107439946078
f5128,0.14080093548032524
f4804,0.14078374990512543
f5784,0.14069563280268627
f5697,0.14069083834980756
f5379,0.1406896336557768
f4966,0.14068276916966527
f4474,0.14068014205532808
f5592,0.1406404789878506
f5619,0.14058375914752919
f6275,0.14058011367846834
f2014,0.1405783430414247
f4800,0.14053225334851893
f3491,0.14051953912933346
f3319,0.1404975844162899
f6099,0.14049642641953453
f6449,0.14049120491919043
f6533,0.14047687358718353
f2007,0.14045487731587247
f4282,0.14045319230786735
f4435,0.14039308141490592
f4832,0.14036818332589895
f6225,0.14033522731491654
f5304,0.1403206893786879
f4284,0.14028109397661837
f5287,0.14027734341480436
f3778,0.14027343266080816
f5703,0.14027094502049975
f1941,0.14026151852837065
f6531,0.1402573166711747
f6174,0.14024957142021854
f6130,0.140213051959591
f4775,0.1402007514635364
f4383,0.14008429504697295
f65,0.14001796664266397
f5738,0.1400084683538374
f3954,0.13994801515063582
f5680,0.13994039663411817
f8,0.13993363313977447
f2875,0.13993166541883717
f3411,0.13991492608099154
f5007,0.1398810876323675
f5373,0.13987891435487265
f4873,0.1398670333286267
f4843,0.1398087761153799
f5948,0.13977772933099075
f4351,0.13976744359089155
f4714,0.13972107559737834
f6166,0.13964728155362005
f1888,0.13963481934556565
f4306,0.13960972154406504
f5232,0.13960822406022189
f5011,0.13960561646212843
f2874,0.13957656132361462
f5863,0.13953691379892863
f6005,0.1394943102085371
f6391,0.13949045878943034
f4391,0.13948756510066795
f4686,0.1394840655102545
f3748,0.13944793596535332
f6482,0.1394249743012681
f6394,0.13938030531811663
f3417,0.13936483609556127
f6261,0.13928164806606436
f3469,0.1392594487370027
f5289,0.13921928467873235
f5968,0.13919932167586468
f5273,0.139189047062251
f5985,0.13918462102753093
f4819,0.1391844078141511
f4324,0.13917192663216893
f5934,0.13916634014539042
f5112,0.13915853597484595
f6057,0.1391298423719225
f5308,0.13909997669902419
f5311,0.13908713840322262
f5222,0.13905258751029503
f5759,0.13904440237066984
f209,0.13902453680956395
f5473,0.1390117573452092
f4633,0.13899659071522885
f5342,0.13898938010919437
f6205,0.1389465182617795
f4827,0.13892528643493884
f5470,0.13890854768361338
f66,0.13890297242372718
f1087,0.13888980328804923
f3315,0.13887915136279583
f6327,0.13886048229063963
f6054,0.13884228858068948
f357,0.1388108239387149
f5461,0.1388092209345353
f5978,0.13873307682301617
f6425,0.13867894273469838
f2842,0.13866408356178095
f5282,0.138660329313534
f2932,0.1386440455378093
f1042,0.13863907232228856
f3328,0.13859457486493465
f5972,0.1385880873147145
f3863,0.1385520904230555
f2982,0.1384632465262272
f5155,0.13844000901332754
f6488,0.13839742496130203
f6250,0.1383646571583057
f5973,0.13828074901992116
f1402,0.1382684887389325
f6014,0.13825928870085225
f6161,0.1382576583950863
f5417,0.13818884332343329
f6124,0.13810426238838236
f5922,0.1380351788769456
f5946,0.13799705591182532
f4764,0.13790188598514508
f5336,0.13788982418711004
f6302,0.13787464321376763
f5013,0.13787338768277424
f5528,0.13784756619874194
f5472,0.13782311191848384
f5590,0.1377988989739749
f3733,0.1377732296273706
f2083,0.1377571578443626
f3338,0.13766185705990086
f6360,0.13765017081987407
